,ApprovalFY,RetainedJob,UrbanRural,GrAppv,SBA_Appv,Approval_Year,Disbursement_Year,BankState_code,RevLineCr_code,LowDoc_code
9028,1998,0,0,0.03015608425519018,0.02897102897102897,97,98,37,2,2
9029,1997,27,0,0.046522200333383855,0.05585323767141949,97,97,45,2,1
9030,1997,27,0,0.04349143809668132,0.05222050676596131,97,97,4,2,1
9031,2007,15,1,0.010456129716623732,0.006266460811915357,6,6,46,2,1
9032,2006,2,2,0.0074253674799212,0.004450095359186268,5,6,27,2,1
9033,2005,6,1,0.001363843006516139,0.00081736445372809,5,6,40,4,1
9034,2006,2,1,0.0028792241248674043,0.0017255471800926344,5,6,8,4,1
9035,2005,9,1,0.008940748598272466,0.005358278085550812,5,5,35,4,1
9036,1997,0,0,0.05743294438551296,0.05167559713014258,97,97,44,0,1
9037,2006,2,2,0.004394605243218669,0.002633729906457179,6,6,46,4,1
9038,1998,0,0,0.03015608425519018,0.02897102897102897,97,98,9,2,1
9039,1998,0,0,0.06228216396423701,0.07474343837980202,98,99,13,2,1
9040,2006,6,1,0.02106379754508259,0.012623739896467168,6,6,4,4,1
9041,1998,0,0,0.018033035308380057,0.0173462900735628,98,98,2,2,2
9042,2006,10,1,0.001363843006516139,0.00081736445372809,6,6,34,4,1
9043,1982,0,0,0.011365358387634491,0.013713559168104622,82,82,5,2,1
9044,2006,20,1,0.03015608425519018,0.018072836254654435,5,5,27,4,1
9045,1997,0,0,0.19684800727382937,0.17700481336844973,97,97,4,2,1
9046,2005,2,1,0.05288680103045917,0.031695577150122604,5,5,38,4,1
9047,1997,0,0,0.12865585694802242,0.11570247933884298,97,97,7,0,1
9048,1998,0,0,0.005909986361569935,0.00572155117609663,98,98,16,0,1
9049,1998,0,0,0.21806334293074708,0.19607665062210514,98,98,4,0,1
9050,1998,0,0,0.021215335656917717,0.02039778403414767,98,98,42,2,2
9051,1997,0,0,0.012577663282315504,0.012115157569703024,97,97,27,2,2
9052,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,42,4,1
9053,2006,1,1,0.010456129716623732,0.006266460811915357,6,6,45,3,1
9054,2005,5,1,0.010910744052129112,0.00653891562982472,5,5,27,3,1
9055,2006,15,1,0.015002273071677528,0.00899100899100899,6,6,27,4,1
9056,2007,12,1,0.010456129716623732,0.006266460811915357,6,7,27,2,1
9057,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,27,3,1
9058,2006,5,2,0.010456129716623732,0.006266460811915357,6,6,46,2,1
9059,2006,14,1,0.06955599333232308,0.06257378984651712,6,6,4,2,1
9060,1997,0,0,0.06046370662221549,0.05440014530923622,97,97,34,2,1
9061,1998,0,0,0.03015608425519018,0.02897102897102897,98,99,23,2,2
9062,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,44,2,1
9063,1998,0,0,0.013046825276557057,0.012564889655798746,97,97,32,2,2
9064,2006,3,1,0.0074253674799212,0.004450095359186268,6,8,14,4,1
9065,2006,2,2,0.011971510834974998,0.007174643538279901,6,6,49,4,1
9066,2006,3,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
9067,1998,0,0,0.13320200030307622,0.11978930160748343,97,98,34,0,1
9068,2006,3,2,0.05370510683436885,0.03218599582235945,6,6,8,2,1
9069,2006,15,2,0.03015608425519018,0.018072836254654435,5,5,40,4,1
9070,2006,6,1,0.015002273071677528,0.00899100899100899,6,6,4,0,1
9071,2006,1,2,0.01685103803606607,0.010098991917173734,6,6,6,2,1
9072,2006,3,1,0.011789665100772846,0.007065661611116156,6,6,46,0,1
9073,2005,3,1,0.015305349295347782,0.0091726455362819,5,9,8,4,1
9074,1998,4,0,0.2004849219578724,0.24039596766869492,97,99,49,2,1
9075,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,8,3,1
9076,2005,12,1,0.0074253674799212,0.004450095359186268,5,5,19,4,1
9077,1997,0,0,0.015002273071677528,0.00899100899100899,97,97,43,4,1
9078,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,35,2,2
9079,1998,0,0,0.004697681466888923,0.002815366451730088,98,99,14,0,1
9080,2006,3,1,0.028640703136838915,0.01716465352828989,6,6,40,4,1
9081,1998,0,0,0.004394605243218669,0.002633729906457179,97,98,27,0,1
9082,1998,0,0,0.0074253674799212,0.007174643538279901,98,98,6,2,2
9083,2005,13,1,0.001363843006516139,0.00081736445372809,5,5,40,4,1
9084,1998,0,0,0.2726170631913927,0.15936063936063935,97,98,48,0,1
9085,2006,10,1,0.07561751780572815,0.06802288620470438,6,6,8,0,1
9086,2005,1,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9087,2006,6,1,0.03015608425519018,0.018072836254654435,5,6,14,4,1
9088,2005,5,1,0.022124564327928475,0.01325946780492235,5,5,40,4,1
9089,2005,6,1,0.010456129716623732,0.006266460811915357,5,5,27,3,1
9090,2006,3,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
9091,1997,15,0,0.1004697681466889,0.12051584778857506,97,98,45,2,1
9092,1978,0,0,0.08925594787088953,0.09635818726727818,78,78,12,2,1
9093,1997,0,0,0.2044249128655857,0.1838161838161838,97,97,4,0,1
9094,2006,1,1,0.0074253674799212,0.007628734901462174,6,6,9,2,1
9095,1998,0,0,0.031974541597211706,0.02878939242575606,98,98,35,0,1
9096,2005,1,1,0.005303833914229429,0.0031786395422759056,5,5,27,4,1
9097,2006,0,1,0.29534777996666167,0.2655526291889928,6,6,40,2,1
9098,2006,0,1,0.03015608425519018,0.03078739442375806,6,6,40,2,1
9099,2005,3,1,0.015002273071677528,0.00899100899100899,5,8,27,4,1
9100,2005,18,1,0.0074253674799212,0.007628734901462174,5,5,9,2,1
9101,2006,1,1,0.0028792241248674043,0.0017255471800926344,5,5,27,2,1
9102,1997,0,0,0.01924534020306107,0.018508763963309416,97,97,19,2,2
9103,1997,0,0,0.22715562964085467,0.27236399963672686,97,98,13,2,1
9104,1998,0,0,0.16654038490680406,0.14975933157751337,98,98,20,2,1
9105,2005,4,1,0.015002273071677528,0.00899100899100899,5,5,27,4,1
9106,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,9,27,4,1
9107,2006,22,2,0.33747537505682684,0.3034238488783943,6,6,23,2,1
9108,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,9,27,4,1
9109,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,45,4,1
9110,2005,5,1,0.015002273071677528,0.00899100899100899,5,5,14,2,1
9111,2005,1,1,0.0028792241248674043,0.0017255471800926344,5,5,40,4,1
9112,2006,15,2,0.015002273071677528,0.00899100899100899,5,5,49,4,1
9113,1997,0,0,0.02409455978178512,0.023158659522295885,97,97,13,2,2
9114,2006,1,2,0.008667979996969239,0.005194805194805195,6,6,8,2,1
9115,2005,1,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9116,2006,5,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
9117,2004,0,1,0.0028792241248674043,0.0017255471800926344,4,4,27,4,1
9118,2006,48,2,0.10592514017275345,0.09526836799564073,6,6,49,2,1
9119,2006,3,1,0.018942263979390816,0.011352284079556806,5,5,27,4,1
9120,2005,3,1,0.18139111986664647,0.16310961765507218,5,5,44,2,1
9121,2005,3,2,0.005909986361569935,0.0035419126328217233,5,5,40,2,1
9122,2005,3,1,0.015002273071677528,0.00899100899100899,5,5,27,3,1
9123,1998,0,0,0.018033035308380057,0.010807374443738079,97,98,8,0,1
9124,2006,1,2,0.005909986361569935,0.0035419126328217233,6,6,40,4,1
9125,1998,0,0,0.03348992271556297,0.040232494777949324,98,98,4,2,1
9126,2004,0,1,0.008940748598272466,0.005358278085550812,4,4,27,4,1
9127,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,40,4,1
9128,2006,6,1,0.011365358387634491,0.006811370447734084,6,7,8,2,1
9129,2005,2,1,0.025609940900136387,0.015348288075560802,5,5,27,3,1
9130,2005,2,1,0.004394605243218669,0.002633729906457179,5,5,27,4,1
9131,2006,4,1,0.03015608425519018,0.018072836254654435,6,6,27,4,1
9132,2005,2,1,0.004394605243218669,0.002633729906457179,5,5,10,4,1
9133,2005,10,1,0.015002273071677528,0.00899100899100899,5,5,14,4,1
9134,2005,5,2,0.0074253674799212,0.004450095359186268,5,5,27,2,1
9135,2006,6,1,0.013486891953326263,0.008082826264644447,6,6,27,4,1
9136,2004,0,1,0.005909986361569935,0.0035419126328217233,4,4,45,4,1
9137,2005,2,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9138,2006,1,1,0.015002273071677528,0.00899100899100899,6,6,27,4,1
9139,1997,0,1,0.01742688286103955,0.01676505312868949,97,97,26,2,2
9140,2005,7,1,0.019548416426731323,0.011715557170102624,5,5,42,2,1
9141,2005,2,1,0.0074253674799212,0.004450095359186268,5,5,40,2,1
9142,2005,4,1,0.013789968176996516,0.008264462809917356,5,5,4,2,1
9143,2006,2,1,0.0028792241248674043,0.0029970029970029966,6,6,4,2,1
9144,2006,4,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
9145,1998,0,0,0.011971510834974998,0.011533920624829715,98,98,23,0,1
9146,1997,0,0,0.03015608425519018,0.018072836254654435,97,99,35,0,1
9147,2006,2,1,0.051371419912107905,0.046226500771955316,6,6,4,2,1
9148,2006,1,1,0.001363843006516139,0.00081736445372809,6,6,27,4,1
9149,1998,0,0,0.16199424155175027,0.14567250930887293,98,99,49,2,1
9150,2006,0,2,0.02106379754508259,0.012623739896467168,6,6,12,0,1
9151,2006,3,1,0.07561751780572815,0.04531831804559077,6,6,35,4,1
9152,2006,1,1,0.079042279133202,0.0711016256470802,6,6,4,2,1
9153,2005,0,2,0.007122291256250948,0.004268458813913359,4,4,27,2,1
9154,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,45,4,1
9155,2006,6,1,0.005909986361569935,0.0035419126328217233,5,5,46,2,1
9156,1998,0,0,0.04227913320200031,0.038052856234674415,98,98,19,2,1
9157,1997,0,0,0.0668283073192908,0.060121696485332846,97,97,42,0,1
9158,1997,0,0,0.03015608425519018,0.018072836254654435,97,97,35,0,1
9159,2006,3,1,0.022579178663433855,0.013531922622831713,6,6,27,2,1
9160,2003,0,0,0.0020609183209577206,0.0012351285078557805,3,3,8,2,1
9161,1997,0,0,0.22715562964085467,0.20425029515938606,97,97,49,2,1
9162,1997,0,0,0.024700712229125624,0.023739896467169192,97,97,8,2,1
9163,1997,0,0,0.4544627973935445,0.27236399963672686,97,97,41,0,1
9164,2006,41,2,0.03015608425519018,0.018072836254654435,6,6,51,0,1
9165,2006,1,1,0.02106379754508259,0.021523930614839704,5,5,45,2,1
9166,1997,0,0,0.04530989543870284,0.04077740441376805,97,97,4,0,1
9167,2005,7,1,0.03015608425519018,0.018072836254654435,5,5,27,4,1
9168,2005,4,1,0.04530989543870284,0.02715466351829988,5,5,8,4,1
9169,2005,8,1,0.015002273071677528,0.00899100899100899,5,5,45,4,1
9170,1997,0,0,0.005182603424761328,0.0031059849241667423,97,97,20,0,1
9171,2006,8,1,0.06773753599030156,0.04059576786849514,6,6,8,2,1
9172,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,31,0,1
9173,2006,3,1,0.007122291256250948,0.004268458813913359,6,6,27,2,1
9174,2005,12,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
9175,2005,1,1,0.03015608425519018,0.018072836254654435,5,5,6,4,1
9176,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,27,4,1
9177,2006,3,1,0.015002273071677528,0.00899100899100899,6,6,27,3,1
9178,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,4,0,1
9179,2007,5,1,0.01512350356114563,0.009063663609118153,6,6,14,2,1
9180,2006,0,0,0.036217608728595245,0.03696303696303696,6,6,18,0,1
9181,2006,1,1,0.001363843006516139,0.00081736445372809,6,6,27,4,1
9182,2006,10,1,0.08743749052886801,0.07864862410316956,6,6,44,2,1
9183,2005,3,1,0.0028792241248674043,0.0017255471800926344,5,5,40,2,1
9184,1998,0,0,0.005909986361569935,0.00572155117609663,98,98,35,0,1
9185,2005,12,2,0.0074253674799212,0.004450095359186268,5,5,46,2,1
9186,1998,0,0,0.03470222761024398,0.031241485786940332,97,98,4,2,1
9187,2006,12,2,0.015002273071677528,0.00899100899100899,6,6,42,4,1
9188,2005,2,1,0.044734050613729356,0.026809554082281355,5,5,14,2,1
9189,2006,5,1,0.09986361569934839,0.08981927163745346,6,6,4,2,1
9190,2005,1,1,0.00045461433550537966,0.0002724548179093634,5,5,40,2,1
9191,1998,0,0,0.013486891953326263,0.012987012987012986,97,98,24,2,2
9192,1997,35,0,0.14865888771025915,0.17827626918536008,97,98,4,2,1
9193,2005,6,1,0.022579178663433855,0.013531922622831713,5,5,8,2,1
9194,2006,16,1,0.011971510834974998,0.007174643538279901,5,5,8,4,1
9195,2006,0,2,0.02667070768298227,0.027236399963672688,6,6,13,2,1
9196,2005,26,1,0.03015608425519018,0.018072836254654435,5,5,40,4,1
9197,1998,0,0,0.27064706773753605,0.2433475615293797,98,98,4,0,1
9198,1997,0,0,0.015002273071677528,0.014440105349196257,97,98,44,2,2
9199,1998,0,0,0.03609637823912715,0.0324947779493234,98,98,42,2,1
9200,2005,67,1,0.21957872404909837,0.19743892471165198,5,5,44,2,1
9201,2006,10,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
9202,2006,2,1,0.0074253674799212,0.007628734901462174,6,6,41,2,1
9203,1997,0,0,0.005909986361569935,0.00572155117609663,97,97,43,2,2
9204,2004,0,1,0.0034853765722079105,0.002088820270638452,4,4,27,4,1
9205,2005,2,1,0.017123806637369298,0.010262464807919352,5,5,40,4,1
9206,2006,1,1,0.05743294438551296,0.05167559713014258,6,6,38,2,1
9207,1997,37,0,0.15956963176238825,0.19135410044500953,97,97,3,2,1
9208,1997,0,0,0.013789968176996516,0.01327763145944964,97,97,27,2,2
9209,2006,3,1,0.015002273071677528,0.00899100899100899,6,6,46,4,1
9210,2006,1,1,0.022579178663433855,0.013531922622831713,6,6,34,4,1
9211,2005,5,2,0.010456129716623732,0.006266460811915357,5,5,46,4,1
9212,1997,0,0,0.4544627973935445,0.27236399963672686,97,97,41,0,1
9213,2006,7,1,0.010456129716623732,0.006266460811915357,6,6,27,4,1
9214,1984,0,0,0.15138657372329142,0.18154572700027244,84,84,24,2,1
9215,2004,0,1,0.0028792241248674043,0.0017255471800926344,4,7,27,4,1
9216,2005,1,1,0.0028792241248674043,0.0017255471800926344,5,5,4,2,1
9217,1997,0,0,0.05773602060918322,0.051948051948051945,97,97,42,0,1
9218,2004,0,1,0.0028792241248674043,0.0017255471800926344,4,4,27,4,1
9219,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
9220,2006,3,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
9221,2006,29,1,0.015002273071677528,0.00899100899100899,6,6,35,4,1
9222,2006,0,1,0.09986361569934839,0.08981927163745346,6,6,4,2,1
9223,2005,1,1,0.0028792241248674043,0.0017255471800926344,4,5,27,2,1
9224,2005,6,1,0.03015608425519018,0.018072836254654435,5,5,27,4,1
9225,2005,2,1,0.03015608425519018,0.018072836254654435,5,5,46,2,1
9226,2005,0,1,0.005909986361569935,0.0035419126328217233,4,4,35,4,1
9227,2006,1,1,0.0074253674799212,0.004450095359186268,5,5,34,4,1
9228,2006,2,1,0.008940748598272466,0.005358278085550812,6,6,35,4,1
9229,2006,1,1,0.001363843006516139,0.001453092362183271,6,6,4,0,1
9230,2006,1,1,0.015002273071677528,0.00899100899100899,6,6,8,2,1
9231,1997,0,0,0.1210789513562661,0.1088911088911089,97,97,31,0,1
9232,2006,10,2,0.0074253674799212,0.007628734901462174,6,6,9,2,1
9233,1998,0,0,0.015002273071677528,0.00899100899100899,97,97,4,4,1
9234,2006,6,1,0.030459160478860433,0.018254472799927344,6,6,40,2,1
9235,2006,4,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
9236,2006,1,2,0.13514168813456584,0.12153301244210335,6,6,49,2,1
9237,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,40,0,2
9238,2006,2,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
9239,1998,0,0,0.03015608425519018,0.018072836254654435,97,97,8,4,1
9240,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,7,27,4,1
9241,2006,1,1,0.011971510834974998,0.007174643538279901,6,6,4,4,1
9242,2006,1,1,0.04530989543870284,0.02715466351829988,6,6,44,2,1
9243,1983,0,0,0.06349446885891802,0.07619653074198529,83,84,5,2,1
9244,2006,2,1,0.111380512198818,0.10017255471800926,5,5,4,2,1
9245,2005,2,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
9246,1998,0,0,0.005909986361569935,0.00572155117609663,97,97,46,2,2
9247,2006,3,1,0.03015608425519018,0.018072836254654435,6,6,4,2,1
9248,2005,4,1,0.0074253674799212,0.004450095359186268,5,5,35,4,1
9249,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,4,2,2
9250,2005,0,1,0.010456129716623732,0.006266460811915357,4,4,35,4,1
9251,1998,0,0,0.01409304440066677,0.012714558169103623,98,98,38,0,1
9252,1998,0,0,0.0907713289892408,0.08164562710017256,98,98,29,2,1
9253,2005,9,1,0.03015608425519018,0.018072836254654435,5,5,40,4,1
9254,2005,0,1,0.002273071677526898,0.0013622740895468167,4,5,40,2,1
9255,2005,6,1,0.01651765419002879,0.009899191717373535,5,5,8,4,1
9256,1997,0,0,0.05440218214881043,0.048951048951048945,97,97,30,2,1
9257,1997,0,0,0.07410213668737688,0.06666061211515757,97,97,42,0,1
9258,1997,0,1,0.0074253674799212,0.007174643538279901,97,97,26,2,2
9259,2005,8,1,0.011971510834974998,0.007174643538279901,5,5,27,4,1
9260,2005,0,1,0.015002273071677528,0.00899100899100899,4,4,27,3,1
9261,1997,0,0,0.023185331110774362,0.022286804104985923,97,97,42,0,1
9262,2001,0,0,0.03015608425519018,0.018072836254654435,1,1,4,2,1
9263,2006,2,1,0.0028792241248674043,0.0017255471800926344,6,6,14,4,1
9264,2006,7,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
9265,1998,0,0,0.054705258372480685,0.04922350376895831,97,97,4,2,1
9266,2005,1,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
9267,1998,0,0,0.023185331110774362,0.022286804104985923,98,98,8,2,2
9268,2005,11,2,0.004394605243218669,0.002633729906457179,5,5,40,2,1
9269,1998,0,0,0.06046370662221549,0.05440014530923622,97,97,4,2,1
9270,2004,0,1,0.0074253674799212,0.004450095359186268,4,4,46,2,1
9271,2006,7,1,0.011971510834974998,0.007174643538279901,6,6,35,4,1
9272,2006,5,1,0.010456129716623732,0.006266460811915357,5,6,46,2,1
9273,2005,4,1,0.0028792241248674043,0.0017255471800926344,5,6,27,4,1
9274,1998,0,0,0.02106379754508259,0.020252474797929344,97,98,1,2,2
9275,1997,0,0,0.07561751780572815,0.06802288620470438,97,97,24,2,1
9276,1998,0,0,0.008940748598272466,0.008627735900463172,97,98,44,2,2
9277,1998,0,0,0.07804212759509016,0.09363363908818455,97,98,27,2,1
9278,2005,10,1,0.03015608425519018,0.018072836254654435,5,5,14,4,1
9279,1984,0,0,0.03924837096529778,0.0376895831441286,84,84,40,2,1
9280,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,4,2,2
9281,2006,3,1,0.001363843006516139,0.00081736445372809,6,9,27,4,1
9282,2005,4,1,0.0028792241248674043,0.0017255471800926344,5,5,27,2,1
9283,1997,10,0,0.041976056978330054,0.05040414131323222,97,98,45,2,1
9284,1997,0,0,0.2262464009698439,0.27127418036508943,97,98,35,2,1
9285,2005,6,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9286,2006,5,1,0.015002273071677528,0.00899100899100899,5,7,34,4,1
9287,2006,1,2,0.008940748598272466,0.005358278085550812,6,6,34,4,1
9288,2006,6,1,0.010456129716623732,0.006266460811915357,6,6,27,4,1
9289,2006,3,1,0.05440218214881043,0.03260375987648715,6,6,46,2,1
9290,2006,3,1,0.010456129716623732,0.006266460811915357,6,6,14,4,1
9291,2006,2,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9292,2006,3,1,0.011971510834974998,0.007174643538279901,6,6,40,4,1
9293,1997,0,0,0.0074253674799212,0.004450095359186268,97,97,34,0,1
9294,1998,0,0,0.0074253674799212,0.007174643538279901,98,98,8,0,2
9295,2006,38,1,0.06046370662221549,0.036236490781945324,6,6,4,4,1
9296,1983,0,0,0.026519169571147146,0.031877213695395513,83,83,36,2,1
9297,1997,0,0,0.007489922715562964,0.00723639996367269,97,97,42,2,2
9298,2006,7,1,0.0074253674799212,0.004450095359186268,5,6,14,4,1
9299,2006,20,1,0.16805576602515535,0.1511216056670602,6,6,4,0,1
9300,2005,2,2,0.028337626913168663,0.01698301698301698,5,5,38,2,1
9301,2006,1,1,0.004394605243218669,0.002633729906457179,6,6,49,2,1
9302,1997,0,0,0.03909683285346265,0.0351920806466261,97,97,44,0,1
9303,1998,0,0,0.011971510834974998,0.011533920624829715,97,98,38,0,1
9304,2007,4,1,0.015002273071677528,0.00899100899100899,6,6,14,4,1
9305,2005,2,1,0.03015608425519018,0.018072836254654435,5,5,46,2,1
9306,2005,1,2,0.0074253674799212,0.007628734901462174,5,5,9,2,1
9307,1997,0,0,0.051371419912107905,0.046226500771955316,97,97,37,0,1
9308,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,27,3,1
9309,2006,4,1,0.005909986361569935,0.0035419126328217233,5,5,14,4,1
9310,2006,2,1,0.021124412789816638,0.01266006720552175,6,6,8,0,1
9311,1998,0,0,0.11453250492498863,0.10300608482426664,98,99,40,2,1
9312,2005,4,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9313,2005,2,2,0.008940748598272466,0.005358278085550812,5,7,23,4,1
9314,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,40,2,1
9315,2005,1,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9316,1983,0,0,0.05015911501742689,0.054182181454908725,83,84,4,2,1
9317,1998,0,0,0.008940748598272466,0.008627735900463172,97,97,20,2,2
9318,1998,0,0,0.3967267767843613,0.27234619925529013,98,98,44,0,1
9319,2006,1,2,0.004394605243218669,0.002633729906457179,5,5,8,4,1
9320,2005,1,2,0.011971510834974998,0.007174643538279901,5,5,8,4,1
9321,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,40,2,1
9322,2004,0,1,0.010456129716623732,0.006266460811915357,4,4,46,2,1
9323,2004,0,2,0.015002273071677528,0.00899100899100899,4,4,45,4,1
9324,2005,3,1,0.013486891953326263,0.008082826264644447,5,5,27,2,1
9325,2007,2,1,0.010456129716623732,0.006266460811915357,6,8,27,4,1
9326,2005,4,1,0.010456129716623732,0.006266460811915357,5,5,45,4,1
9327,2006,8,1,0.011971510834974998,0.007174643538279901,6,6,27,4,1
9328,1997,0,0,0.018033035308380057,0.0173462900735628,97,97,11,2,1
9329,2006,0,2,0.015002273071677528,0.015348288075560802,6,6,44,2,1
9330,1997,0,0,0.030762236702530688,0.02769957315411861,97,97,42,0,1
9331,1997,0,0,0.018336111532050312,0.017636908545999454,97,97,44,2,2
9332,2006,4,1,0.004394605243218669,0.002633729906457179,6,6,27,3,1
9333,1997,15,0,0.27201091074405215,0.32612841703750794,97,97,4,2,1
9334,2006,1,1,0.004394605243218669,0.004540913631822722,6,6,4,2,1
9335,2005,6,1,0.03015608425519018,0.018072836254654435,5,5,27,4,1
9336,2005,2,1,0.0074253674799212,0.004450095359186268,5,6,8,4,1
9337,2006,2,1,0.046522200333383855,0.0418672236854055,6,6,4,2,1
9338,2004,0,1,0.008940748598272466,0.005358278085550812,4,4,40,4,1
9339,2005,14,1,0.010456129716623732,0.006266460811915357,5,5,46,4,1
9340,2006,2,1,0.011971510834974998,0.007174643538279901,6,6,34,2,1
9341,1983,0,0,0.051371419912107905,0.06166560712015257,83,84,1,2,1
9342,1997,0,0,0.05743294438551296,0.05167559713014258,97,98,35,2,1
9343,2006,10,1,0.013486891953326263,0.008082826264644447,6,6,27,4,1
9344,2005,2,1,0.004394605243218669,0.002633729906457179,5,5,27,4,1
9345,2005,26,1,0.03015608425519018,0.018072836254654435,5,5,40,4,1
9346,2004,0,1,0.0074253674799212,0.004450095359186268,4,4,46,2,1
9347,1998,0,0,0.02106379754508259,0.020252474797929344,97,98,49,2,1
9348,2006,0,1,0.07622367025306864,0.06856779584052311,6,6,4,2,1
9349,1997,0,0,0.1188058796787392,0.10684769775678866,97,98,31,0,1
9350,2005,2,1,0.013486891953326263,0.008082826264644447,5,5,40,2,1
9351,1983,0,0,0.06804061221397181,0.07347198256289166,83,83,42,2,1
9352,1997,0,0,0.03015608425519018,0.01702297702297702,97,97,4,2,1
9353,1997,0,0,0.0074253674799212,0.004450095359186268,97,98,42,3,1
9354,2006,1,2,0.0065161388089104415,0.0039051857233675415,6,6,27,2,1
9355,2005,3,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
9356,2006,10,1,0.0074253674799212,0.004450095359186268,6,6,40,2,1
9357,2007,2,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
9358,2005,3,2,0.02409455978178512,0.014440105349196257,5,5,34,4,1
9359,2006,2,1,0.004394605243218669,0.002633729906457179,6,6,40,4,1
9360,2005,0,1,0.03015608425519018,0.018072836254654435,5,5,14,4,1
9361,1983,0,0,0.11501742688286104,0.11172463899736627,83,83,50,2,1
9362,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,9,27,4,1
9363,2005,6,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
9364,2006,1,1,0.0074253674799212,0.007628734901462174,6,6,9,2,1
9365,2006,0,1,0.015002273071677528,0.013531922622831713,6,6,44,4,0
9366,1997,0,0,0.00924382482194272,0.008918354372899827,97,98,35,2,2
9367,2006,5,1,0.04379451432035157,0.026246480791935336,5,5,35,2,1
9368,2005,3,2,0.0057584482497348086,0.003451094360185269,5,5,27,4,1
9369,1998,0,0,0.007728443703591453,0.0074652620107165555,98,98,23,2,2
9370,2005,2,1,0.008940748598272466,0.005358278085550812,5,5,40,2,1
9371,2006,4,1,0.022579178663433855,0.013531922622831713,6,6,8,2,1
9372,2004,0,1,0.015002273071677528,0.00899100899100899,4,4,27,4,1
9373,1997,0,0,0.0074253674799212,0.007174643538279901,97,97,44,2,2
9374,1998,0,0,0.02106379754508259,0.020252474797929344,97,97,14,2,2
9375,2006,30,1,0.03015608425519018,0.018072836254654435,6,6,40,4,1
9376,1998,0,0,0.043400515229580244,0.039060939060939055,98,98,4,2,1
9377,1998,0,0,0.009395362933777846,0.005630732903460176,98,98,35,0,1
9378,1998,0,0,0.03015608425519018,0.018072836254654435,97,98,27,0,1
9379,1998,0,0,0.1416881345658433,0.16992098810280626,98,98,4,2,1
9380,2006,0,1,0.027731474465828156,0.016619743892471166,6,6,34,0,1
9381,2006,2,1,0.005909986361569935,0.0035419126328217233,6,6,8,3,1
9382,2006,25,1,0.0028792241248674043,0.0017255471800926344,6,6,40,2,1
9383,2005,2,1,0.005909986361569935,0.0035419126328217233,5,5,27,2,1
9384,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,46,2,2
9385,1998,0,0,0.03015608425519018,0.02897102897102897,97,99,37,0,1
9386,2006,1,2,0.008940748598272466,0.005358278085550812,6,6,40,4,1
9387,1998,0,0,0.025609940900136387,0.024611751884479154,98,98,8,2,2
9388,2006,5,1,0.011365358387634491,0.006811370447734084,5,5,27,4,1
9389,1997,0,0,0.02106379754508259,0.020252474797929344,97,97,8,2,2
9390,1997,0,0,0.040157599636308536,0.03614567250930887,97,97,17,2,1
9391,2007,2,1,0.001363843006516139,0.001453092362183271,6,6,4,2,1
